PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

1010 EAST 178TH STREET

## TOTAL UNITS: 220

**Borough:** BRONX

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3013410001 | 1 | M | 1625 DEAN STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3324581 |
| 3013410001 | 1 | M | 1615 DEAN STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3324581 |
| 3013410001 | 1 | M | 1605 DEAN STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3324581 |
| 3013410001 | 1 | M | 1595 DEAN STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3324581 |
| 3013410001 | 1 | M | 1585 DEAN STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3324581 |
| 3013410001 | 1 | M | 1575 DEAN STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3324581 |
| 3013410001 | 1 | M | 87 TROY AVENUE | 11213 | 8 | 09 | 20 | 56 | 36 | 3324581 |
| 3013410012 | 2 | M | 1620 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3035671 |
| 3013410012 | 2 | M | 1630 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3341632 |
| 3013410012 | 2 | M | 1642 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3341633 |
| 3013410012 | 2 |  | 1640 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3341633 |
| 3013410012 | 2 | M | 1650 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3341634 |
| 3013410012 | 2 | M | 1660 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3341635 |
| 3013410012 | 2 |  | 1672 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3341636 |
| 3013410012 | 2 | M | 1670 PACIFIC STREET | 11213 | 8 | 09 | 20 | 56 | 36 | 3341636 |
| 3013410012 | 2 | M | 80 SCHENECTADY AVENUE | 11213 | 8 | 09 | 20 | 56 | 36 | 3341637 |

## TOTAL UNITS: 490

## WEST BRIGHTON I

## Borough: STATEN ISLAND

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 5001960001 | 1 | M | 820 HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095813 |
| 5001960001 | 17 |  | 778GAR HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5146063 |
| 5001960001 | 2 | M | 806 HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095814 |
| 5001960001 | 3 | M | 780 HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095815 |
| 5001960001 | 4 |  | 770 HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095816 |
| 5001960001 | 4 | M | 778 HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095816 |
| 5001960001 | 4 |  | 210 BROADWAY | 10310 | 1 | 11 | 23 | 61 | 49 | 5095816 |
| 5001960001 | 5 | M | 810 HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095817 |
| 5001960001 | 5 |  | 814 HENDERSON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095817 |
| 5001960001 | 6 |  | 230 BROADWAY | 10310 | 1 | 11 | 23 | 61 | 49 | 5095818 |
| 5001960001 | 6 | M | 240 BROADWAY | 10310 | 1 | 11 | 23 | 61 | 49 | 5095818 |
| 5001960001 | 7 | M | 1077 CASTLETON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095819 |
| 5001960001 | 8 | M | 1075 CASTLETON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095820 |

---

## PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

## WEST BRIGHTON II

| Borough:STATEN ISLAND            TOTAL UNITS:144            TDS # 175               TRANSFERRED DATE:     6/26/2024 : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 5001960001 | 10 | M | 157 ALASKA STREET | 10310 | 1 | 11 | 23 | 61 | 49 | 5095822 |
| 5001960001 | 11 | M | 155 ALASKA STREET | 10310 | 1 | 11 | 23 | 61 | 49 | 5136037 |
| 5001960001 | 12 | M | 1115 CASTLETON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095824 |
| 5001960001 | 13 |  | 1083 CASTLETON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095825 |
| 5001960001 | 13 | M | 1085 CASTLETON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095825 |
| 5001960001 | 14 | M | 1065 CASTLETON AVENUE | 10310 | 1 | 11 | 23 | 61 | 49 | 5095826 |
| 5001960001 | 15 | M | 260 BROADWAY | 10310 | 1 | 11 | 23 | 61 | 49 | 5095827 |
| 5001960001 | 16 | M | 244 BROADWAY | 10310 | 1 | 11 | 23 | 61 | 49 | 5095828 |
| 5001960001 | 9 | M | 159 ALASKA STREET | 10310 | 1 | 11 | 23 | 61 | 49 | 5095821 |

## TOTAL UNITS: 248

WHITE

**Borough:** MANHATTAN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 1016540011 | 1 |  | 237 EAST 104TH STREET | 10029 | 11 | 13 | 29 | 68 | 08 | 1080671 |
| 1016540011 | 1 |  | 2031 2ND AVENUE | 10029 | 11 | 13 | 29 | 68 | 08 | 1080669 |
| 1016540011 | 1 |  | 231 EAST 104TH STREET | 10029 | 11 | 13 | 29 | 68 | 08 | 1080671 |
| 1016540011 | 1 | M | 2029 2ND AVENUE | 10029 | 11 | 13 | 29 | 68 | 08 | 1080669 |

## TOTAL UNITS: 577

## WILLIAMS PLAZA

**Borough:** BROOKLYN

| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # |  | FC # | SS # | SA # | CC # | BIN# |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3021400026 | 1 |  | 333 ROEBLING STREET | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341975 |
| 3021400026 | 1 |  | 321 ROEBLING STREET | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341975 |
| 3021400026 | 1 | M | 325 ROEBLING STREET | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341975 |
| 3021400026 | 1 |  | 327 ROEBLING STREET | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341975 |
| 3021400026 | 1 |  | 323 ROEBLING STREET | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341975 |
| 3021400026 | 2 | M | 195 DIVISION AVENUE | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3251681 |
| 3021410019 | 3 |  | 253 HAVEMEYER STREET | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341976 |
| 3021410019 | 3 | M | 255 HAVEMEYER STREET | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341976 |
| 3021410019 | 4 | M | 190 MARCY AVENUE | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341977 |
| 3021410019 | 4 |  | 188 MARCY AVENUE | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3341977 |
| 3021410019 | 5 |  | 223 DIVISION AVENUE | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3251682 |
| 3021410019 | 5 |  | 221 DIVISION AVENUE | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3251682 |
| 3021410019 | 5 | M | 225 DIVISION AVENUE | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3251682 |
| 3021410019 | 5 |  | 227 DIVISION AVENUE | 11211 | 1 |  | 07 | 18 | 50 | 34 | 3251682 |

## TOTAL UNITS: 1,621

## WILLIAMSBURG

**Borough:** BROOKLYN

| : |  |  |  |  |  |  |  |  |  |  |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| BBL | BLDG# | M | ADDRESS | ZIP CODE | CD # | FC # | SS # | SA # | CC # | BIN# |
| 3030250070 |  |  | 139 SCHOLES STREET | 11206 | 1 | 07 | 18 | 53 | 34 | 3070826 |
| 3030240001 | 1 | M | 87 TEN EYCK WALK | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 |  | 174 LEONARD STREET | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 |  | 178 LEONARD STREET | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 |  | 176 LEONARD STREET | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 | M | 89 TEN EYCK WALK | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 | M | 92 MAUJER STREET | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 | M | 90 MAUJER STREET | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 | M | 94 MAUJER STREET | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030240001 | 1 | M | 91 TEN EYCK WALK | 11206 | 1 | 07 | 18 | 53 | 34 | 3327883 |

BBL =BoroughBlockLot M = Residential Mailing Address

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3030240001 | 1 | M | 93 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327883 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3030240001 | 1 | M | 95 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327883 |
| 3030260001 | 10 | M | 183 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 10 | M | 180 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 10 | M | 178 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 10 |  | 176 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 10 | M | 182 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 10 | M | 184 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 10 | M | 185 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 10 | M | 187 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327889 |
| 3030260001 | 11 | M | 164 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344971 |
| 3030260001 | 11 |  | 222 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344971 |
| 3030260001 | 11 | M | 166 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344971 |
| 3030260001 | 11 | M | 168 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344971 |
| 3030260001 | 11 | M | 169 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344971 |
| 3030260001 | 11 | M | 181 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344971 |
| 3030260001 | 12 | M | 186 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327888 |
| 3030260001 | 12 | M | 188 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327888 |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 12 | M | 197 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327888 |
| 3030260001 | 12 | M | 199 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327888 |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 13 | M | 160 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 |  | 202 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 13 |  | 210 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 13 |  | 212 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 |  | 214 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 | M | 165 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 |  | 206 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 | M | 163 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 |  | 208 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 13 |  | 159 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 13 | M | 161 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 |  | 204 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 13 | M | 167 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 13 | M | 169 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 13 | M | 171 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344974 |
| 3030260001 | 14 | M | 181 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
| 3030260001 | 14 | M | 182 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
| 3030260001 | 14 | M | 180 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
| 3030260001 | 14 | M | 178 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 14 | M | 186 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
| 3030260001 | 14 | M | 184 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030260001 | 14 | M | 183 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
| 3030260001 | 14 | M | 185 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344948 |
| 3030270001 | 15 | M | 197 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 15 | M | 199 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 15 | M | 198 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 15 | M | 196 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 15 | M | 200 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 15 | M | 201 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 15 | M | 203 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 15 | M | 205 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338398 |
| 3030270001 | 16 | M | 219 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 | M | 216 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 | M | 214 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 |  | 138 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3030270001 | 16 |  | 136 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3030270001 | 16 | M | 220 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 | M | 218 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 | M | 221 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 |  | 132 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 |  | 134 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 |  | 130 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 |  | 128 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 | M | 223 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 |  | 124 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 16 |  | 122 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344982 |
| 3030270001 | 17 | M | 200 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344992 |
| 3030270001 | 17 | M | 202 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344992 |
| 3030270001 | 17 | M | 211 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344992 |
| 3030270001 | 17 | M | 213 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344992 |
| 3030270001 | 17 | M | 215 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344992 |
| 3030270001 | 18 | M | 222 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338402 |
| 3030270001 | 18 | M | 224 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338402 |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 18 | M | 226 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338402 |
| 3030270001 | 18 | M | 233 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338402 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 18 | M | 235 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3338402 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 19 | M | 196 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3345008 |
| 3030270001 | 19 | M | 199 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3345008 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 19 | M | 197 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3345008 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 19 | M | 195 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3345008 |
| 3030270001 | 19 | M | 201 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3345008 |
| 3030270001 | 19 | M | 203 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3345008 |
| 3030270001 | 19 | M | 205 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3345008 |
| 3030240001 | 2 | M | 109 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327882 |
| 3030240001 | 2 | M | 110 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327882 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030240001 | 2 | M | 108 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327882 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030240001 | 2 | M | 114 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327882 |
| 3030240001 | 2 | M | 112 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327882 |
| 3030240001 | 2 | M | 111 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327882 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030240001 | 2 | M | 113 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327882 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 20 | M | 215 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 | M | 218 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 | M | 216 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 | M | 214 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 | M | 222 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 20 |  | 178 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 |  | 176 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030270001 | 20 | M | 220 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 |  | 172 BUSHWICK AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 | M | 217 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030270001 | 20 | M | 219 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344998 |
| 3030250070 | 21 |  | 195 GRAHAM AVENUE | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3070826 |
| 3030240001 | 3 | M | 90 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327879 |
| 3030240001 | 3 | M | 92 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327879 |
| 3030240001 | 3 | M | 101 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327879 |
| 3030240001 | 3 | M | 99 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327879 |
| 3030240001 | 3 | M | 97 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327879 |
| 3030240001 | 4 | M | 110 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327881 |
| 3030240001 | 4 | M | 112 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327881 |
| 3030240001 | 4 | M | 114 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327881 |
| 3030240001 | 4 | M | 123 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327881 |

---

PRELIMINARY PACT DEVELOPMENTS DIRECTORY as of 1/1/2026

| 3030240001 | 4 | M | 125 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327881 |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 3030240001 | 5 | M | 88 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327878 |
| 3030240001 | 5 | M | 95 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327878 |
| 3030240001 | 5 | M | 93 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327878 |
| 3030240001 | 5 | M | 91 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327878 |
| 3030240001 | 5 | M | 101 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327878 |
| 3030240001 | 5 | M | 99 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327878 |
| 3030240001 | 5 | M | 97 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3327878 |
| 3030240001 | 6 | M | 106 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030240001 | 6 | M | 108 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030240001 | 6 | M | 110 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030240001 | 6 | M | 111 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030240001 | 6 | M | 115 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030240001 | 6 | M | 113 SCHOLES STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030240001 | 6 | M | 112 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030240001 | 6 | M | 114 STAGG WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344259 |
| 3030250046 | 7 | M | 123 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344926 |
| 3030250046 | 7 | M | 125 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344926 |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030250046 | 7 | M | 124 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344926 |
| 3030250046 | 7 | M | 128 MAUJER STREET | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344926 |
|  |  |  |  |  |  |  |  |  |  |  |  |
|  |  |  |  |  |  |  |  |  |  |  |  |
| 3030250046 | 7 | M | 127 TEN EYCK WALK | 11206 |  | 1 | 07 | 18 | 53 | 34 | 3344926 |
